Year,Country Code,Value,Variable
2004,VCT,10972.905,"Gross domestic product per capita, constant prices"
2005,VCT,11209.174,"Gross domestic product per capita, constant prices"
2006,VCT,11928.532,"Gross domestic product per capita, constant prices"
2007,VCT,12282.827,"Gross domestic product per capita, constant prices"
2008,VCT,12321.62,"Gross domestic product per capita, constant prices"
2009,VCT,12157.028,"Gross domestic product per capita, constant prices"
2010,VCT,11624.148,"Gross domestic product per capita, constant prices"
2011,VCT,11540.028,"Gross domestic product per capita, constant prices"
2012,VCT,11648.253,"Gross domestic product per capita, constant prices"
2013,VCT,11907.968,"Gross domestic product per capita, constant prices"
2014,VCT,12017.096,"Gross domestic product per capita, constant prices"
2015,VCT,12323.856,"Gross domestic product per capita, constant prices"
2016,VCT,12806.273,"Gross domestic product per capita, constant prices"
2017,VCT,12975.244,"Gross domestic product per capita, constant prices"
2018,VCT,13376.586,"Gross domestic product per capita, constant prices"
2019,VCT,13454.425,"Gross domestic product per capita, constant prices"
2020,VCT,12941.005,"Gross domestic product per capita, constant prices"
2021,VCT,13028.178,"Gross domestic product per capita, constant prices"
2022,VCT,13733.796,"Gross domestic product per capita, constant prices"
2023,VCT,14573.543,"Gross domestic product per capita, constant prices"
2024,VCT,15329.251,"Gross domestic product per capita, constant prices"
2025,VCT,15909.769,"Gross domestic product per capita, constant prices"
2026,VCT,16337.454,"Gross domestic product per capita, constant prices"
2027,VCT,16760.316,"Gross domestic product per capita, constant prices"
2028,VCT,17194.124,"Gross domestic product per capita, constant prices"
2029,VCT,17639.159,"Gross domestic product per capita, constant prices"
1980,SDN,2894.738,"Gross domestic product per capita, constant prices"
1981,SDN,2988.109,"Gross domestic product per capita, constant prices"
1982,SDN,3023.428,"Gross domestic product per capita, constant prices"
1983,SDN,2895.871,"Gross domestic product per capita, constant prices"
1984,SDN,2610.915,"Gross domestic product per capita, constant prices"
1985,SDN,2523.973,"Gross domestic product per capita, constant prices"
1986,SDN,2699.114,"Gross domestic product per capita, constant prices"
1987,SDN,2795.26,"Gross domestic product per capita, constant prices"
1988,SDN,2859.875,"Gross domestic product per capita, constant prices"
1989,SDN,2828.652,"Gross domestic product per capita, constant prices"
1990,SDN,2680.659,"Gross domestic product per capita, constant prices"
1991,SDN,2784.611,"Gross domestic product per capita, constant prices"
1992,SDN,2853.936,"Gross domestic product per capita, constant prices"
1993,SDN,2847.994,"Gross domestic product per capita, constant prices"
1994,SDN,2864.573,"Gross domestic product per capita, constant prices"
1995,SDN,3229.957,"Gross domestic product per capita, constant prices"
1996,SDN,3329.052,"Gross domestic product per capita, constant prices"
1997,SDN,3458.159,"Gross domestic product per capita, constant prices"
1998,SDN,3667.802,"Gross domestic product per capita, constant prices"
1999,SDN,3747.684,"Gross domestic product per capita, constant prices"
2000,SDN,3970.494,"Gross domestic product per capita, constant prices"
2001,SDN,4291.589,"Gross domestic product per capita, constant prices"
2002,SDN,4435.335,"Gross domestic product per capita, constant prices"
2003,SDN,4587.989,"Gross domestic product per capita, constant prices"
2004,SDN,4701.391,"Gross domestic product per capita, constant prices"
2005,SDN,4850.667,"Gross domestic product per capita, constant prices"
2006,SDN,5036.534,"Gross domestic product per capita, constant prices"
2007,SDN,5190.424,"Gross domestic product per capita, constant prices"
2008,SDN,5253.495,"Gross domestic product per capita, constant prices"
2009,SDN,4978.649,"Gross domestic product per capita, constant prices"
2010,SDN,5039.705,"Gross domestic product per capita, constant prices"
2011,SDN,5993.742,"Gross domestic product per capita, constant prices"
2012,SDN,4634.77,"Gross domestic product per capita, constant prices"
2013,SDN,4580.577,"Gross domestic product per capita, constant prices"
2014,SDN,4649.379,"Gross domestic product per capita, constant prices"
2015,SDN,4732.07,"Gross domestic product per capita, constant prices"
2016,SDN,4808.909,"Gross domestic product per capita, constant prices"
2017,SDN,4705.146,"Gross domestic product per capita, constant prices"
2018,SDN,4465.804,"Gross domestic product per capita, constant prices"
2019,SDN,4229.534,"Gross domestic product per capita, constant prices"
2020,SDN,3972.719,"Gross domestic product per capita, constant prices"
2021,SDN,3891.406,"Gross domestic product per capita, constant prices"
2022,SDN,3697.974,"Gross domestic product per capita, constant prices"
2023,SDN,2944.683,"Gross domestic product per capita, constant prices"
2024,SDN,2749.49,"Gross domestic product per capita, constant prices"
2025,SDN,2824.525,"Gross domestic product per capita, constant prices"
2026,SDN,2956.666,"Gross domestic product per capita, constant prices"
2027,SDN,3083.463,"Gross domestic product per capita, constant prices"
2028,SDN,3155.591,"Gross domestic product per capita, constant prices"
2029,SDN,3214.028,"Gross domestic product per capita, constant prices"
1980,SUR,,"Gross domestic product per capita, constant prices"
1981,SUR,,"Gross domestic product per capita, constant prices"
1982,SUR,,"Gross domestic product per capita, constant prices"
1983,SUR,,"Gross domestic product per capita, constant prices"
1984,SUR,,"Gross domestic product per capita, constant prices"
1985,SUR,,"Gross domestic product per capita, constant prices"
1986,SUR,,"Gross domestic product per capita, constant prices"
1987,SUR,,"Gross domestic product per capita, constant prices"
1988,SUR,,"Gross domestic product per capita, constant prices"
1989,SUR,,"Gross domestic product per capita, constant prices"
1990,SUR,13695.381,"Gross domestic product per capita, constant prices"
1991,SUR,11649.133,"Gross domestic product per capita, constant prices"
1992,SUR,11943.137,"Gross domestic product per capita, constant prices"
1993,SUR,11525.669,"Gross domestic product per capita, constant prices"
1994,SUR,10576.88,"Gross domestic product per capita, constant prices"
1995,SUR,11616.115,"Gross domestic product per capita, constant prices"
1996,SUR,12745.989,"Gross domestic product per capita, constant prices"
1997,SUR,13457.576,"Gross domestic product per capita, constant prices"
1998,SUR,13571.475,"Gross domestic product per capita, constant prices"
1999,SUR,13271.161,"Gross domestic product per capita, constant prices"
2000,SUR,13082.226,"Gross domestic product per capita, constant prices"
2001,SUR,13541.737,"Gross domestic product per capita, constant prices"
2002,SUR,13886.582,"Gross domestic product per capita, constant prices"
2003,SUR,14497.043,"Gross domestic product per capita, constant prices"
2004,SUR,15283.135,"Gross domestic product per capita, constant prices"
2005,SUR,15852.125,"Gross domestic product per capita, constant prices"
2006,SUR,16577.4,"Gross domestic product per capita, constant prices"
2007,SUR,17205.627,"Gross domestic product per capita, constant prices"
2008,SUR,17675.609,"Gross domestic product per capita, constant prices"
2009,SUR,17965.336,"Gross domestic product per capita, constant prices"
2010,SUR,18614.8,"Gross domestic product per capita, constant prices"
2011,SUR,19512.504,"Gross domestic product per capita, constant prices"
2012,SUR,19849.49,"Gross domestic product per capita, constant prices"
2013,SUR,20115.561,"Gross domestic product per capita, constant prices"
2014,SUR,19860.984,"Gross domestic product per capita, constant prices"
2015,SUR,19038.65,"Gross domestic product per capita, constant prices"
2016,SUR,17839.389,"Gross domestic product per capita, constant prices"
2017,SUR,17885.752,"Gross domestic product per capita, constant prices"
2018,SUR,18551.302,"Gross domestic product per capita, constant prices"
2019,SUR,18519.967,"Gross domestic product per capita, constant prices"
2020,SUR,15282.801,"Gross domestic product per capita, constant prices"
2021,SUR,14685.499,"Gross domestic product per capita, constant prices"
2022,SUR,14815.798,"Gross domestic product per capita, constant prices"
2023,SUR,14905.574,"Gross domestic product per capita, constant prices"
2024,SUR,15115.352,"Gross domestic product per capita, constant prices"
2025,SUR,15331.331,"Gross domestic product per capita, constant prices"
2026,SUR,15552.869,"Gross domestic product per capita, constant prices"
2027,SUR,15777.607,"Gross domestic product per capita, constant prices"
2028,SUR,16005.593,"Gross domestic product per capita, constant prices"
2029,SUR,16236.874,"Gross domestic product per capita, constant prices"
1980,SWE,27261.171,"Gross domestic product per capita, constant prices"
1981,SWE,28481.511,"Gross domestic product per capita, constant prices"
1982,SWE,28863.847,"Gross domestic product per capita, constant prices"
1983,SWE,29446.98,"Gross domestic product per capita, constant prices"
1984,SWE,30682.799,"Gross domestic product per capita, constant prices"
1985,SWE,31338.305,"Gross domestic product per capita, constant prices"
1986,SWE,32179.397,"Gross domestic product per capita, constant prices"
1987,SWE,33113.426,"Gross domestic product per capita, constant prices"
1988,SWE,33750.793,"Gross domestic product per capita, constant prices"
1989,SWE,34370.924,"Gross domestic product per capita, constant prices"
1990,SWE,34372.57,"Gross domestic product per capita, constant prices"
1991,SWE,33783.121,"Gross domestic product per capita, constant prices"
1992,SWE,33282.682,"Gross domestic product per capita, constant prices"
1993,SWE,32475.704,"Gross domestic product per capita, constant prices"
1994,SWE,33479.129,"Gross domestic product per capita, constant prices"
1995,SWE,34713.47,"Gross domestic product per capita, constant prices"
1996,SWE,35233.836,"Gross domestic product per capita, constant prices"
1997,SWE,36302.873,"Gross domestic product per capita, constant prices"
1998,SWE,37839.553,"Gross domestic product per capita, constant prices"
1999,SWE,39415.047,"Gross domestic product per capita, constant prices"
2000,SWE,41194.387,"Gross domestic product per capita, constant prices"
2001,SWE,41667.96,"Gross domestic product per capita, constant prices"
2002,SWE,42432.585,"Gross domestic product per capita, constant prices"
2003,SWE,43243.993,"Gross domestic product per capita, constant prices"
2004,SWE,44940.566,"Gross domestic product per capita, constant prices"
2005,SWE,46039.573,"Gross domestic product per capita, constant prices"
2006,SWE,47839.935,"Gross domestic product per capita, constant prices"
2007,SWE,49109.812,"Gross domestic product per capita, constant prices"
2008,SWE,48500.76,"Gross domestic product per capita, constant prices"
2009,SWE,45977.02,"Gross domestic product per capita, constant prices"
2010,SWE,48326.175,"Gross domestic product per capita, constant prices"
2011,SWE,49516.509,"Gross domestic product per capita, constant prices"
2012,SWE,48848.971,"Gross domestic product per capita, constant prices"
2013,SWE,48973.215,"Gross domestic product per capita, constant prices"
2014,SWE,49746.195,"Gross domestic product per capita, constant prices"
2015,SWE,51432.462,"Gross domestic product per capita, constant prices"
2016,SWE,51740.371,"Gross domestic product per capita, constant prices"
2017,SWE,52413.085,"Gross domestic product per capita, constant prices"
2018,SWE,52860.888,"Gross domestic product per capita, constant prices"
2019,SWE,53402.359,"Gross domestic product per capita, constant prices"
2020,SWE,51983.151,"Gross domestic product per capita, constant prices"
2021,SWE,54793.027,"Gross domestic product per capita, constant prices"
2022,SWE,55882.147,"Gross domestic product per capita, constant prices"
2023,SWE,55613.15,"Gross domestic product per capita, constant prices"
2024,SWE,55242.986,"Gross domestic product per capita, constant prices"
2025,SWE,56002.19,"Gross domestic product per capita, constant prices"
2026,SWE,56774.792,"Gross domestic product per capita, constant prices"
2027,SWE,57599.361,"Gross domestic product per capita, constant prices"
2028,SWE,58422.613,"Gross domestic product per capita, constant prices"
2029,SWE,59279.466,"Gross domestic product per capita, constant prices"
1980,CHE,48364.711,"Gross domestic product per capita, constant prices"
1981,CHE,48913.139,"Gross domestic product per capita, constant prices"
1982,CHE,47969.833,"Gross domestic product per capita, constant prices"
1983,CHE,47981.32,"Gross domestic product per capita, constant prices"
1984,CHE,49314.601,"Gross domestic product per capita, constant prices"
1985,CHE,50923.758,"Gross domestic product per capita, constant prices"
1986,CHE,51626.964,"Gross domestic product per capita, constant prices"
1987,CHE,52117.796,"Gross domestic product per capita, constant prices"
1988,CHE,53468.103,"Gross domestic product per capita, constant prices"
1989,CHE,55390.266,"Gross domestic product per capita, constant prices"
1990,CHE,56981.88,"Gross domestic product per capita, constant prices"
1991,CHE,55759.056,"Gross domestic product per capita, constant prices"
1992,CHE,54978.496,"Gross domestic product per capita, constant prices"
1993,CHE,54382.543,"Gross domestic product per capita, constant prices"
1994,CHE,54607.945,"Gross domestic product per capita, constant prices"
1995,CHE,54524.08,"Gross domestic product per capita, constant prices"
1996,CHE,54435.504,"Gross domestic product per capita, constant prices"
1997,CHE,55506.501,"Gross domestic product per capita, constant prices"
1998,CHE,57015.364,"Gross domestic product per capita, constant prices"
1999,CHE,57718.596,"Gross domestic product per capita, constant prices"
2000,CHE,59755.878,"Gross domestic product per capita, constant prices"
2001,CHE,60436.835,"Gross domestic product per capita, constant prices"
2002,CHE,59914.739,"Gross domestic product per capita, constant prices"
2003,CHE,59394.257,"Gross domestic product per capita, constant prices"
2004,CHE,60485.89,"Gross domestic product per capita, constant prices"
2005,CHE,61781.074,"Gross domestic product per capita, constant prices"
2006,CHE,63973.422,"Gross domestic product per capita, constant prices"
2007,CHE,66034.333,"Gross domestic product per capita, constant prices"
2008,CHE,67063.959,"Gross domestic product per capita, constant prices"
2009,CHE,64591.006,"Gross domestic product per capita, constant prices"
2010,CHE,65942.293,"Gross domestic product per capita, constant prices"
2011,CHE,66481.371,"Gross domestic product per capita, constant prices"
2012,CHE,66560.246,"Gross domestic product per capita, constant prices"
2013,CHE,67074.31,"Gross domestic product per capita, constant prices"
2014,CHE,67777.914,"Gross domestic product per capita, constant prices"
2015,CHE,68031.38,"Gross domestic product per capita, constant prices"
2016,CHE,68707.389,"Gross domestic product per capita, constant prices"
2017,CHE,68924.081,"Gross domestic product per capita, constant prices"
2018,CHE,70354.945,"Gross domestic product per capita, constant prices"
2019,CHE,70660.605,"Gross domestic product per capita, constant prices"
2020,CHE,68565.589,"Gross domestic product per capita, constant prices"
2021,CHE,71732.833,"Gross domestic product per capita, constant prices"
2022,CHE,73063.446,"Gross domestic product per capita, constant prices"
2023,CHE,72986.826,"Gross domestic product per capita, constant prices"
2024,CHE,73414.868,"Gross domestic product per capita, constant prices"
2025,CHE,73881.594,"Gross domestic product per capita, constant prices"
2026,CHE,74651.576,"Gross domestic product per capita, constant prices"
2027,CHE,74985.007,"Gross domestic product per capita, constant prices"
2028,CHE,75766.488,"Gross domestic product per capita, constant prices"
2029,CHE,76104.9,"Gross domestic product per capita, constant prices"
1980,SYR,,"Gross domestic product per capita, constant prices"
1981,SYR,,"Gross domestic product per capita, constant prices"
1982,SYR,,"Gross domestic product per capita, constant prices"
1983,SYR,,"Gross domestic product per capita, constant prices"
1984,SYR,,"Gross domestic product per capita, constant prices"
1985,SYR,,"Gross domestic product per capita, constant prices"
1986,SYR,,"Gross domestic product per capita, constant prices"
1987,SYR,,"Gross domestic product per capita, constant prices"
1988,SYR,,"Gross domestic product per capita, constant prices"
1989,SYR,,"Gross domestic product per capita, constant prices"
1990,SYR,,"Gross domestic product per capita, constant prices"
1991,SYR,,"Gross domestic product per capita, constant prices"
1992,SYR,,"Gross domestic product per capita, constant prices"
1993,SYR,,"Gross domestic product per capita, constant prices"
1994,SYR,,"Gross domestic product per capita, constant prices"
1995,SYR,,"Gross domestic product per capita, constant prices"
1996,SYR,,"Gross domestic product per capita, constant prices"
1997,SYR,,"Gross domestic product per capita, constant prices"
1998,SYR,,"Gross domestic product per capita, constant prices"
1999,SYR,,"Gross domestic product per capita, constant prices"
2000,SYR,,"Gross domestic product per capita, constant prices"
2001,SYR,,"Gross domestic product per capita, constant prices"
2002,SYR,,"Gross domestic product per capita, constant prices"
2003,SYR,,"Gross domestic product per capita, constant prices"
2004,SYR,,"Gross domestic product per capita, constant prices"
2005,SYR,,"Gross domestic product per capita, constant prices"
2006,SYR,,"Gross domestic product per capita, constant prices"
2007,SYR,,"Gross domestic product per capita, constant prices"
2008,SYR,,"Gross domestic product per capita, constant prices"
2009,SYR,,"Gross domestic product per capita, constant prices"
2010,SYR,,"Gross domestic product per capita, constant prices"
2011,SYR,,"Gross domestic product per capita, constant prices"
2012,SYR,,"Gross domestic product per capita, constant prices"
2013,SYR,,"Gross domestic product per capita, constant prices"
2014,SYR,,"Gross domestic product per capita, constant prices"
2015,SYR,,"Gross domestic product per capita, constant prices"
2016,SYR,,"Gross domestic product per capita, constant prices"
2017,SYR,,"Gross domestic product per capita, constant prices"
2018,SYR,,"Gross domestic product per capita, constant prices"
2019,SYR,,"Gross domestic product per capita, constant prices"
2020,SYR,,"Gross domestic product per capita, constant prices"
2021,SYR,,"Gross domestic product per capita, constant prices"
2022,SYR,,"Gross domestic product per capita, constant prices"
2023,SYR,,"Gross domestic product per capita, constant prices"
2024,SYR,,"Gross domestic product per capita, constant prices"
2025,SYR,,"Gross domestic product per capita, constant prices"
2026,SYR,,"Gross domestic product per capita, constant prices"
2027,SYR,,"Gross domestic product per capita, constant prices"
2028,SYR,,"Gross domestic product per capita, constant prices"
2029,SYR,,"Gross domestic product per capita, constant prices"
1980,TWN,8277.16,"Gross domestic product per capita, constant prices"
1981,TWN,8705.05,"Gross domestic product per capita, constant prices"
1982,TWN,8965.208,"Gross domestic product per capita, constant prices"
1983,TWN,9631.231,"Gross domestic product per capita, constant prices"
1984,TWN,10444.182,"Gross domestic product per capita, constant prices"
1985,TWN,10807.621,"Gross domestic product per capita, constant prices"
1986,TWN,11931.174,"Gross domestic product per capita, constant prices"
1987,TWN,13305.235,"Gross domestic product per capita, constant prices"
1988,TWN,14207.6,"Gross domestic product per capita, constant prices"
1989,TWN,15291.831,"Gross domestic product per capita, constant prices"
1990,TWN,15945.566,"Gross domestic product per capita, constant prices"
1991,TWN,17108.974,"Gross domestic product per capita, constant prices"
1992,TWN,18355.466,"Gross domestic product per capita, constant prices"
1993,TWN,19426.163,"Gross domestic product per capita, constant prices"
1994,TWN,20703.766,"Gross domestic product per capita, constant prices"
1995,TWN,21863.834,"Gross domestic product per capita, constant prices"
1996,TWN,23033.101,"Gross domestic product per capita, constant prices"
1997,TWN,24182.694,"Gross domestic product per capita, constant prices"
1998,TWN,24986.048,"Gross domestic product per capita, constant prices"
1999,TWN,26470.394,"Gross domestic product per capita, constant prices"
2000,TWN,27909.026,"Gross domestic product per capita, constant prices"
2001,TWN,27359.567,"Gross domestic product per capita, constant prices"
2002,TWN,28711.616,"Gross domestic product per capita, constant prices"
2003,TWN,29813.673,"Gross domestic product per capita, constant prices"
2004,TWN,31767.359,"Gross domestic product per capita, constant prices"
2005,TWN,33358.054,"Gross domestic product per capita, constant prices"
2006,TWN,35119.304,"Gross domestic product per capita, constant prices"
2007,TWN,37391.416,"Gross domestic product per capita, constant prices"
2008,TWN,37561.504,"Gross domestic product per capita, constant prices"
2009,TWN,36823.396,"Gross domestic product per capita, constant prices"
2010,TWN,40521.886,"Gross domestic product per capita, constant prices"
2011,TWN,41897.104,"Gross domestic product per capita, constant prices"
2012,TWN,42660.864,"Gross domestic product per capita, constant prices"
2013,TWN,43612.476,"Gross domestic product per capita, constant prices"
2014,TWN,45553.255,"Gross domestic product per capita, constant prices"
2015,TWN,46106.213,"Gross domestic product per capita, constant prices"
2016,TWN,47008.921,"Gross domestic product per capita, constant prices"
2017,TWN,48500.845,"Gross domestic product per capita, constant prices"
2018,TWN,49815.034,"Gross domestic product per capita, constant prices"
2019,TWN,51310.478,"Gross domestic product per capita, constant prices"
2020,TWN,53142.481,"Gross domestic product per capita, constant prices"
2021,TWN,57111.412,"Gross domestic product per capita, constant prices"
2022,TWN,58693.847,"Gross domestic product per capita, constant prices"
2023,TWN,59548.366,"Gross domestic product per capita, constant prices"
2024,TWN,61377.578,"Gross domestic product per capita, constant prices"
2025,TWN,63052.978,"Gross domestic product per capita, constant prices"
2026,TWN,64639.233,"Gross domestic product per capita, constant prices"
2027,TWN,66199.145,"Gross domestic product per capita, constant prices"
2028,TWN,67739.867,"Gross domestic product per capita, constant prices"
2029,TWN,69119.231,"Gross domestic product per capita, constant prices"
1980,TJK,,"Gross domestic product per capita, constant prices"
1981,TJK,,"Gross domestic product per capita, constant prices"
1982,TJK,,"Gross domestic product per capita, constant prices"
1983,TJK,,"Gross domestic product per capita, constant prices"
1984,TJK,,"Gross domestic product per capita, constant prices"
1985,TJK,,"Gross domestic product per capita, constant prices"
1986,TJK,,"Gross domestic product per capita, constant prices"
1987,TJK,,"Gross domestic product per capita, constant prices"
1988,TJK,,"Gross domestic product per capita, constant prices"
1989,TJK,,"Gross domestic product per capita, constant prices"
1990,TJK,,"Gross domestic product per capita, constant prices"
1991,TJK,,"Gross domestic product per capita, constant prices"
1992,TJK,2145.948,"Gross domestic product per capita, constant prices"
1993,TJK,1895.079,"Gross domestic product per capita, constant prices"
1994,TJK,1480.672,"Gross domestic product per capita, constant prices"
1995,TJK,1281.711,"Gross domestic product per capita, constant prices"
1996,TJK,1211.273,"Gross domestic product per capita, constant prices"
1997,TJK,1213.416,"Gross domestic product per capita, constant prices"
1998,TJK,1252.747,"Gross domestic product per capita, constant prices"
1999,TJK,1261.629,"Gross domestic product per capita, constant prices"
2000,TJK,1344.074,"Gross domestic product per capita, constant prices"
2001,TJK,1455.203,"Gross domestic product per capita, constant prices"
2002,TJK,1557.94,"Gross domestic product per capita, constant prices"
2003,TJK,1683.126,"Gross domestic product per capita, constant prices"
2004,TJK,1823.834,"Gross domestic product per capita, constant prices"
2005,TJK,1905.903,"Gross domestic product per capita, constant prices"
2006,TJK,1996.674,"Gross domestic product per capita, constant prices"
2007,TJK,2106.722,"Gross domestic product per capita, constant prices"
2008,TJK,2224.223,"Gross domestic product per capita, constant prices"
2009,TJK,2260.532,"Gross domestic product per capita, constant prices"
2010,TJK,2354.283,"Gross domestic product per capita, constant prices"
2011,TJK,2472.107,"Gross domestic product per capita, constant prices"
2012,TJK,2597.979,"Gross domestic product per capita, constant prices"
2013,TJK,2727.877,"Gross domestic product per capita, constant prices"
2014,TJK,2846.278,"Gross domestic product per capita, constant prices"
2015,TJK,2951.443,"Gross domestic product per capita, constant prices"
2016,TJK,3087.801,"Gross domestic product per capita, constant prices"
2017,TJK,3237.941,"Gross domestic product per capita, constant prices"
2018,TJK,3412.92,"Gross domestic product per capita, constant prices"
2019,TJK,3592.581,"Gross domestic product per capita, constant prices"
2020,TJK,3677.767,"Gross domestic product per capita, constant prices"
2021,TJK,3947.895,"Gross domestic product per capita, constant prices"
2022,TJK,4185.985,"Gross domestic product per capita, constant prices"
2023,TJK,4451.179,"Gross domestic product per capita, constant prices"
2024,TJK,4657.228,"Gross domestic product per capita, constant prices"
2025,TJK,4785.789,"Gross domestic product per capita, constant prices"
2026,TJK,4920.392,"Gross domestic product per capita, constant prices"
2027,TJK,5061.173,"Gross domestic product per capita, constant prices"
2028,TJK,5208.07,"Gross domestic product per capita, constant prices"
2029,TJK,5360.914,"Gross domestic product per capita, constant prices"
1980,TZA,1271.583,"Gross domestic product per capita, constant prices"
1981,TZA,1239.014,"Gross domestic product per capita, constant prices"
1982,TZA,1208.363,"Gross domestic product per capita, constant prices"
1983,TZA,1199.581,"Gross domestic product per capita, constant prices"
1984,TZA,1203.264,"Gross domestic product per capita, constant prices"
1985,TZA,1220.681,"Gross domestic product per capita, constant prices"
1986,TZA,1262.582,"Gross domestic product per capita, constant prices"
1987,TZA,1297.79,"Gross domestic product per capita, constant prices"
1988,TZA,1314.848,"Gross domestic product per capita, constant prices"
1989,TZA,1323.388,"Gross domestic product per capita, constant prices"
1990,TZA,1372.101,"Gross domestic product per capita, constant prices"
1991,TZA,1354.694,"Gross domestic product per capita, constant prices"
1992,TZA,1316.887,"Gross domestic product per capita, constant prices"
1993,TZA,1288.516,"Gross domestic product per capita, constant prices"
1994,TZA,1267.553,"Gross domestic product per capita, constant prices"
1995,TZA,1274.887,"Gross domestic product per capita, constant prices"
1996,TZA,1298.002,"Gross domestic product per capita, constant prices"
1997,TZA,1311.523,"Gross domestic product per capita, constant prices"
1998,TZA,1330.173,"Gross domestic product per capita, constant prices"
1999,TZA,1362.214,"Gross domestic product per capita, constant prices"
2000,TZA,1394.563,"Gross domestic product per capita, constant prices"
2001,TZA,1440.09,"Gross domestic product per capita, constant prices"
2002,TZA,1501.807,"Gross domestic product per capita, constant prices"
2003,TZA,1560.917,"Gross domestic product per capita, constant prices"
2004,TZA,1636.193,"Gross domestic product per capita, constant prices"
2005,TZA,1707.865,"Gross domestic product per capita, constant prices"
2006,TZA,1737.82,"Gross domestic product per capita, constant prices"
2007,TZA,1832.431,"Gross domestic product per capita, constant prices"
2008,TZA,1881.232,"Gross domestic product per capita, constant prices"
2009,TZA,1926.34,"Gross domestic product per capita, constant prices"
2010,TZA,1990.035,"Gross domestic product per capita, constant prices"
2011,TZA,2084.949,"Gross domestic product per capita, constant prices"
2012,TZA,2127.867,"Gross domestic product per capita, constant prices"
2013,TZA,2205.148,"Gross domestic product per capita, constant prices"
2014,TZA,2284.008,"Gross domestic product per capita, constant prices"
2015,TZA,2353.031,"Gross domestic product per capita, constant prices"
2016,TZA,2440.358,"Gross domestic product per capita, constant prices"
2017,TZA,2527.759,"Gross domestic product per capita, constant prices"
2018,TZA,2625.995,"Gross domestic product per capita, constant prices"
2019,TZA,2725.695,"Gross domestic product per capita, constant prices"
2020,TZA,2766.843,"Gross domestic product per capita, constant prices"
2021,TZA,2816.761,"Gross domestic product per capita, constant prices"
2022,TZA,2863.265,"Gross domestic product per capita, constant prices"
2023,TZA,2920.055,"Gross domestic product per capita, constant prices"
2024,TZA,2991.583,"Gross domestic product per capita, constant prices"
2025,TZA,3079.263,"Gross domestic product per capita, constant prices"
2026,TZA,3178.469,"Gross domestic product per capita, constant prices"
2027,TZA,3286.992,"Gross domestic product per capita, constant prices"
2028,TZA,3399.222,"Gross domestic product per capita, constant prices"
2029,TZA,3515.457,"Gross domestic product per capita, constant prices"
1980,THA,3914.629,"Gross domestic product per capita, constant prices"
1981,THA,4064.329,"Gross domestic product per capita, constant prices"
1982,THA,4201.075,"Gross domestic product per capita, constant prices"
1983,THA,4354.387,"Gross domestic product per capita, constant prices"
1984,THA,4522.192,"Gross domestic product per capita, constant prices"
1985,THA,4647.38,"Gross domestic product per capita, constant prices"
1986,THA,4816.318,"Gross domestic product per capita, constant prices"
1987,THA,5180.347,"Gross domestic product per capita, constant prices"
1988,THA,5767.614,"Gross domestic product per capita, constant prices"
1989,THA,6368.717,"Gross domestic product per capita, constant prices"
1990,THA,7010.146,"Gross domestic product per capita, constant prices"
1991,THA,7509.654,"Gross domestic product per capita, constant prices"
1992,THA,8120.697,"Gross domestic product per capita, constant prices"
1993,THA,8745.552,"Gross domestic product per capita, constant prices"
1994,THA,9358.708,"Gross domestic product per capita, constant prices"
1995,THA,10017.934,"Gross domestic product per capita, constant prices"
1996,THA,10467.455,"Gross domestic product per capita, constant prices"
1997,THA,10059.377,"Gross domestic product per capita, constant prices"
1998,THA,9180.02,"Gross domestic product per capita, constant prices"
1999,THA,9489.818,"Gross domestic product per capita, constant prices"
2000,THA,9809.622,"Gross domestic product per capita, constant prices"
2001,THA,10053.815,"Gross domestic product per capita, constant prices"
2002,THA,10583.76,"Gross domestic product per capita, constant prices"
2003,THA,11260.158,"Gross domestic product per capita, constant prices"
2004,THA,11886.325,"Gross domestic product per capita, constant prices"
2005,THA,12304.402,"Gross domestic product per capita, constant prices"
2006,THA,12837.878,"Gross domestic product per capita, constant prices"
2007,THA,13460.061,"Gross domestic product per capita, constant prices"
2008,THA,13620.532,"Gross domestic product per capita, constant prices"
2009,THA,13458.527,"Gross domestic product per capita, constant prices"
2010,THA,14399.045,"Gross domestic product per capita, constant prices"
2011,THA,14450.479,"Gross domestic product per capita, constant prices"
2012,THA,15424.544,"Gross domestic product per capita, constant prices"
2013,THA,15767.361,"Gross domestic product per capita, constant prices"
2014,THA,15854.132,"Gross domestic product per capita, constant prices"
2015,THA,16285.387,"Gross domestic product per capita, constant prices"
2016,THA,16782.099,"Gross domestic product per capita, constant prices"
2017,THA,17422.952,"Gross domestic product per capita, constant prices"
2018,THA,18101.518,"Gross domestic product per capita, constant prices"
2019,THA,18431.951,"Gross domestic product per capita, constant prices"
2020,THA,17273.544,"Gross domestic product per capita, constant prices"
2021,THA,17503.305,"Gross domestic product per capita, constant prices"
2022,THA,17910.144,"Gross domestic product per capita, constant prices"
2023,THA,18218.134,"Gross domestic product per capita, constant prices"
2024,THA,18687.861,"Gross domestic product per capita, constant prices"
2025,THA,19212.638,"Gross domestic product per capita, constant prices"
2026,THA,19777.759,"Gross domestic product per capita, constant prices"
2027,THA,20360.656,"Gross domestic product per capita, constant prices"
2028,THA,20964.254,"Gross domestic product per capita, constant prices"
2029,THA,21587.526,"Gross domestic product per capita, constant prices"
1980,TLS,,"Gross domestic product per capita, constant prices"
