FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL,VALUE_USD
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,lead_unwrought,Lead,,820571.22,$USD,1641142.45,820571.22
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,lead_unwrought,Lead,,820571.22,$USD,1641142.45,820571.22
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lead_unwrought,Lead,,268147.04,$USD,536294.08,268147.04
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,lead_unwrought,Lead,,268147.04,$USD,536294.08,268147.04
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,lead_unwrought,Lead,,77230.1,$USD,154460.21,77230.1
San Antonio,port,-33.59,-71.62,Ecuador,country,-0.18,-78.47,port_to_country,lead_unwrought,Lead,,77230.1,$USD,154460.21,77230.1
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,copper_sulfate,Copper Sulfate,,1898873.78,$USD,4747184.45,1898873.78
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,copper_sulfate,Copper Sulfate,,1424155.33,$USD,4747184.45,1424155.33
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,copper_sulfate,Copper Sulfate,,1424155.33,$USD,4747184.45,1424155.33
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,copper_sulfate,Copper Sulfate,,1808309.7,$USD,4520774.26,1808309.7
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,copper_sulfate,Copper Sulfate,,1356232.28,$USD,4520774.26,1356232.28
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,copper_sulfate,Copper Sulfate,,1356232.28,$USD,4520774.26,1356232.28
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,copper_sulfate,Copper Sulfate,,1580549.65,$USD,3951374.12,1580549.65
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,copper_sulfate,Copper Sulfate,,1185412.24,$USD,3951374.12,1185412.24
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,copper_sulfate,Copper Sulfate,,1185412.24,$USD,3951374.12,1185412.24
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,copper_sulfate,Copper Sulfate,,953518.9,$USD,2383797.25,953518.9
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,copper_sulfate,Copper Sulfate,,715139.17,$USD,2383797.25,715139.17
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,copper_sulfate,Copper Sulfate,,715139.17,$USD,2383797.25,715139.17
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,copper_sulfate,Copper Sulfate,,830317.8,$USD,2075794.5,830317.8
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,copper_sulfate,Copper Sulfate,,622738.35,$USD,2075794.5,622738.35
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,copper_sulfate,Copper Sulfate,,622738.35,$USD,2075794.5,622738.35
Antofagasta (ATI),port,-23.65,-70.4,South Africa,country,-33.92,18.42,port_to_country,copper_sulfate,Copper Sulfate,,563261.0,$USD,1408152.5,563261.0
Mejillones,port,-23.1,-70.45,South Africa,country,-33.92,18.42,port_to_country,copper_sulfate,Copper Sulfate,,422445.75,$USD,1408152.5,422445.75
San Antonio,port,-33.59,-71.62,South Africa,country,-33.92,18.42,port_to_country,copper_sulfate,Copper Sulfate,,422445.75,$USD,1408152.5,422445.75
Antofagasta (ATI),port,-23.65,-70.4,Ireland,country,53.35,-6.26,port_to_country,copper_sulfate,Copper Sulfate,,521947.9,$USD,1304869.75,521947.9
Mejillones,port,-23.1,-70.45,Ireland,country,53.35,-6.26,port_to_country,copper_sulfate,Copper Sulfate,,391460.92,$USD,1304869.75,391460.92
San Antonio,port,-33.59,-71.62,Ireland,country,53.35,-6.26,port_to_country,copper_sulfate,Copper Sulfate,,391460.92,$USD,1304869.75,391460.92
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,copper_sulfate,Copper Sulfate,,340744.2,$USD,851860.5,340744.2
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,copper_sulfate,Copper Sulfate,,255558.15,$USD,851860.5,255558.15
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,copper_sulfate,Copper Sulfate,,255558.15,$USD,851860.5,255558.15
Antofagasta (ATI),port,-23.65,-70.4,Denmark,country,55.68,12.57,port_to_country,copper_sulfate,Copper Sulfate,,336069.3,$USD,840173.25,336069.3
Mejillones,port,-23.1,-70.45,Denmark,country,55.68,12.57,port_to_country,copper_sulfate,Copper Sulfate,,252051.97,$USD,840173.25,252051.97
San Antonio,port,-33.59,-71.62,Denmark,country,55.68,12.57,port_to_country,copper_sulfate,Copper Sulfate,,252051.97,$USD,840173.25,252051.97
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,copper_sulfate,Copper Sulfate,,273135.29,$USD,682838.22,273135.29
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,copper_sulfate,Copper Sulfate,,204851.47,$USD,682838.22,204851.47
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,copper_sulfate,Copper Sulfate,,204851.47,$USD,682838.22,204851.47
Antofagasta (ATI),port,-23.65,-70.4,Ecuador,country,-0.18,-78.47,port_to_country,copper_sulfate,Copper Sulfate,,165180.68,$USD,412951.7,165180.68
Mejillones,port,-23.1,-70.45,Ecuador,country,-0.18,-78.47,port_to_country,copper_sulfate,Copper Sulfate,,123885.51,$USD,412951.7,123885.51
San Antonio,port,-33.59,-71.62,Ecuador,country,-0.18,-78.47,port_to_country,copper_sulfate,Copper Sulfate,,123885.51,$USD,412951.7,123885.51
Antofagasta (ATI),port,-23.65,-70.4,Australia,country,-33.87,151.21,port_to_country,copper_sulfate,Copper Sulfate,,95059.0,$USD,237647.5,95059.0
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,copper_sulfate,Copper Sulfate,,71294.25,$USD,237647.5,71294.25
San Antonio,port,-33.59,-71.62,Australia,country,-33.87,151.21,port_to_country,copper_sulfate,Copper Sulfate,,71294.25,$USD,237647.5,71294.25
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,copper_sulfate,Copper Sulfate,,71787.7,$USD,179469.25,71787.7
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,copper_sulfate,Copper Sulfate,,53840.78,$USD,179469.25,53840.78
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,copper_sulfate,Copper Sulfate,,53840.78,$USD,179469.25,53840.78
Antofagasta (ATI),port,-23.65,-70.4,Cyprus,country,35.17,33.36,port_to_country,copper_sulfate,Copper Sulfate,,21970.6,$USD,54926.5,21970.6
Mejillones,port,-23.1,-70.45,Cyprus,country,35.17,33.36,port_to_country,copper_sulfate,Copper Sulfate,,16477.95,$USD,54926.5,16477.95
San Antonio,port,-33.59,-71.62,Cyprus,country,35.17,33.36,port_to_country,copper_sulfate,Copper Sulfate,,16477.95,$USD,54926.5,16477.95
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,copper_sulfate,Copper Sulfate,,14467.3,$USD,36168.25,14467.3
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,copper_sulfate,Copper Sulfate,,10850.48,$USD,36168.25,10850.48
San Antonio,port,-33.59,-71.62,Bolivia,country,-16.5,-68.15,port_to_country,copper_sulfate,Copper Sulfate,,10850.48,$USD,36168.25,10850.48
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,copper_sulfate,Copper Sulfate,,4139.09,$USD,10347.73,4139.09
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,copper_sulfate,Copper Sulfate,,3104.32,$USD,10347.73,3104.32
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,copper_sulfate,Copper Sulfate,,3104.32,$USD,10347.73,3104.32
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,,894965.3,$USD,1789930.6,894965.3
Antofagasta (ATI),port,-23.65,-70.4,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,,536979.18,$USD,1789930.6,536979.18
Barquito,port,-27.07,-70.84,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,,357986.12,$USD,1789930.6,357986.12
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,,304684.28,$USD,609368.55,304684.28
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,,182810.57,$USD,609368.55,182810.57
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,,121873.71,$USD,609368.55,121873.71
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,,254356.0,$USD,508712.0,254356.0
Antofagasta (ATI),port,-23.65,-70.4,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,,152613.6,$USD,508712.0,152613.6
Barquito,port,-27.07,-70.84,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,,101742.4,$USD,508712.0,101742.4
Mejillones,port,-23.1,-70.45,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,,1310.5,$USD,2621.0,1310.5
Antofagasta (ATI),port,-23.65,-70.4,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,,786.3,$USD,2621.0,786.3
Barquito,port,-27.07,-70.84,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,,524.2,$USD,2621.0,524.2
Mejillones,port,-23.1,-70.45,Hong Kong,country,22.32,114.17,port_to_country,selenium,Selenium,,748292.22,$USD,1496584.45,748292.22
Antofagasta (ATI),port,-23.65,-70.4,Hong Kong,country,22.32,114.17,port_to_country,selenium,Selenium,,748292.22,$USD,1496584.45,748292.22
