MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM,PRODUCT_FORM
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Zaldívar SX-EW plant,460.0,SX-EW Plant,Active,-24.201,-69.0689,Compañía Minera Zaldívar ,"Barrick Gold Corp., 100%",150,tmt,Copper,66.9,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Escondida oxide plant for cathode production (SX-EW),320.0,SX-EW Plant,Active,-24.2536,-69.1008,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,71.4,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Escondida concentrator,317.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","1,300",tmt,Copper,73.7,concentrate
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Escondida sulfide-leach plant for cathode production,321.0,Processing Plant,Active,-24.2601,-68.9925,Minera Escondida Ltda. ,"BHP Billiton plc, 57.5%; Rio Tinto plc, 30%; Japan Escondida Corp., 10%; International Finance Corp., 2.5%","1,300",tmt,Copper,75.9,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,81.3,concentrate
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,81.3,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,82.4,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,92.8,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,106.3,blister
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,127.1,cathode_sxew
Búfalo,18.0,Prospect/Project,Prospect/Project,-23.635999999999967,-69.29399999999998,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,140.3,cathode_sxew
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,El Peñón concentration plant,309.0,Concentrator,Active,-24.4116,-69.4969,Minera Meridian Ltda. ,"Yamana Gold Inc., 100%","10,500",kg,Gold,61.8,concentrate
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,El Peñón concentration plant,310.0,Concentrator,Active,-24.4116,-69.4969,Minera Meridian Ltds. ,"Yamana Gold Inc., 100%","300,000",kg,Silver,61.8,concentrate
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,Escondida concentrator,318.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","4,500",kg,Gold,92.5,concentrate
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,Escondida concentrator,319.0,Concentrator,Active,-24.2628,-69.0581,Minera Escondida Ltda.,"Minera Escondida Ltda., 100%","180,000",kg,Silver,92.5,concentrate
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,José Antonio Moreno plant,336.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,104.8,concentrate
Cachinal,19.0,Prospect/Project,Prospect/Project,-24.964999999999975,-69.54833299999996,Antofagasta,,José Antonio Moreno plant,337.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,104.8,concentrate
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Antucoya SX-EW plant,271.0,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,41.0,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Spence SX-EW plant,444.0,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,51.3,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359.0,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,56.2,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Lomas Bayas SX-EW plant,341.0,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,56.5,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Mantos Blancos SX-EW plant,349.0,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,61.5,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,El Tesoro SX-EW plant,316.0,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,66.5,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Centinela oxide and sulfide plant,279.0,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,66.6,concentrate
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Mantos de la Luna SX-EW plant,350.0,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,79.3,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Gabriela Mistral SX-EW plant,325.0,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,109.8,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Altonorte smelter,269.0,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,111.0,blister
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292.0,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,114.6,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Plant near Tocopilla,430.0,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,115.3,concentrate
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290.0,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,119.4,cathode_sxew
Cachorro,20.0,Prospect/Project,Prospect/Project,-22.975999999999942,-69.74499999999995,Antofagasta,,Radomiro Tomic SX-EW plant,441.0,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,125.3,cathode_sxew
Cala Cala,21.0,Mine (active),Active,-20.234999999999957,-69.79299999999995,Tarapacá,,Plant near Iquique,419.0,Processing Plant,Active,-20.223,-69.7966,Cosayach Nitratos S.A. ,"Inverraz S.A., 100%","3,000",mt,Iodine,1.4,concentrate
Cala Cala,21.0,Mine (active),Active,-20.234999999999957,-69.79299999999995,Tarapacá,,Plant near Iquique,420.0,Processing Plant,Active,-20.223,-69.7966,Cosayach Nitratos S.A. ,"Inverraz S.A., 100%",200,tmt,Nitrate,1.4,concentrate
Cala Cala,21.0,Mine (active),Active,-20.234999999999957,-69.79299999999995,Tarapacá,,Nueva Victoria plant,369.0,Processing Plant,Active,-20.9592,-69.6633,SQM Químicos S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","13,300",mt,Iodine,81.7,concentrate
Cala Cala,21.0,Mine (active),Active,-20.234999999999957,-69.79299999999995,Tarapacá,,Iris Plant,334.0,Processing Plant,Active,-20.9622,-69.6625,SQM Químicos S.A. ,"Sociedad Química y Minera de Chile S.A. (SQM), 100%","13,300",mt,Iodine,82.0,concentrate
Canchas,24.0,Prospect/Project,Prospect/Project,-25.458999999999943,-70.20699999999994,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,27.7,concentrate
Canchas,24.0,Prospect/Project,Prospect/Project,-25.458999999999943,-70.20699999999994,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,54.0,cathode_sxew
Canchas,24.0,Prospect/Project,Prospect/Project,-25.458999999999943,-70.20699999999994,Antofagasta,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,107.4,concentrate
Canchas,24.0,Prospect/Project,Prospect/Project,-25.458999999999943,-70.20699999999994,Antofagasta,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,110.1,cathode_sxew
Canchas,24.0,Prospect/Project,Prospect/Project,-25.458999999999943,-70.20699999999994,Antofagasta,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,123.2,cathode_sxew
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,7.5,cathode_er
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,11.3,blister
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,12.2,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Manuel Antonio Matta plant,353.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,12.2,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Manuel Antonio Matta plant,354.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,12.2,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,106.3,cathode_sxew
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,122.1,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Osvaldo Martínez plant,371.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,122.1,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Osvaldo Martínez plant,372.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,122.1,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,124.6,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Vallenar plant,454.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,124.6,concentrate
Candelaria,25.0,Mine (active),Active,-27.51699999999994,-70.29099999999994,Atacama,Cía. Contractual Minera Candelaria ,Vallenar plant,455.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,124.6,concentrate
Carmen de Andacollo,27.0,Mine (active),Active,-30.249999999999943,-71.09999999999997,Coquimbo,Compañía Minera Carmen de Andacollo ,SX-EW plant,447.0,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,1.5,cathode_sxew
Carmen de Andacollo,27.0,Mine (active),Active,-30.249999999999943,-71.09999999999997,Coquimbo,Compañía Minera Carmen de Andacollo ,Plant near Coquimbo (Region IV),415.0,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,46.1,concentrate
Carmen de Andacollo,27.0,Mine (active),Active,-30.249999999999943,-71.09999999999997,Coquimbo,Compañía Minera Carmen de Andacollo ,Dos Amigos SX-EW plant,305.0,SX-EW Plant,Active,-28.9869,-70.8859,CEMIN,CEMIN,,,Copper,142.0,cathode_sxew
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,19.8,cathode_sxew
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,20.9,concentrate
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,36.4,blister
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,48.7,blister
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,Los Bronces (Tortolas) SX-EW plant (cathodes),342.0,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,79.7,cathode_sxew
Carmen-Margarita,28.0,Mine (active),Active,-32.49199999999996,-71.07099999999997,Valparaíso,,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,84.2,cathode_sxew
Caserones,29.0,Mine (active),Active,-28.16599999999994,-69.54099999999994,Atacama,Minera Lumina Copper Chile (MILCC),Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,95.8,cathode_er
Caserones,29.0,Mine (active),Active,-28.16599999999994,-69.54099999999994,Atacama,Minera Lumina Copper Chile (MILCC),Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,108.9,blister
Caserones,29.0,Mine (active),Active,-28.16599999999994,-69.54099999999994,Atacama,Minera Lumina Copper Chile (MILCC),Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,109.1,concentrate
Caserones,29.0,Mine (active),Active,-28.16599999999994,-69.54099999999994,Atacama,Minera Lumina Copper Chile (MILCC),Vallenar plant,453.0,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,125.3,concentrate
Caspiche,30.0,Prospect/Project,Prospect/Project,-27.68999999999994,-69.29399999999998,Atacama,,Biocobre refinery,274.0,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,94.9,cathode_er
Caspiche,30.0,Prospect/Project,Prospect/Project,-27.68999999999994,-69.29399999999998,Atacama,,Manuel Antonio Matta,352.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,99.3,concentrate
Caspiche,30.0,Prospect/Project,Prospect/Project,-27.68999999999994,-69.29399999999998,Atacama,,Manuel Antonio Matta plant,353.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,99.3,concentrate
Caspiche,30.0,Prospect/Project,Prospect/Project,-27.68999999999994,-69.29399999999998,Atacama,,Manuel Antonio Matta plant,354.0,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,99.3,concentrate
Caspiche,30.0,Prospect/Project,Prospect/Project,-27.68999999999994,-69.29399999999998,Atacama,,Hernán Videla Lira smelter (anodes and blister),331.0,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,99.6,blister
Casualidad,31.0,Prospect/Project,Prospect/Project,-25.74599999999998,-69.96499999999997,Antofagasta,,Franke SX-EW Plant,324.0,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,14.0,cathode_sxew
Casualidad,31.0,Prospect/Project,Prospect/Project,-25.74599999999998,-69.96499999999997,Antofagasta,,José Antonio Moreno,335.0,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,64.2,concentrate
Casualidad,31.0,Prospect/Project,Prospect/Project,-25.74599999999998,-69.96499999999997,Antofagasta,,Potrerillos SX-EW refinery and smelter,435.0,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,70.2,cathode_sxew
Casualidad,31.0,Prospect/Project,Prospect/Project,-25.74599999999998,-69.96499999999997,Antofagasta,,Osvaldo Martínez,370.0,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,82.7,concentrate
Casualidad,31.0,Prospect/Project,Prospect/Project,-25.74599999999998,-69.96499999999997,Antofagasta,,Mantoverde SX-EW plant,351.0,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,97.5,cathode_sxew
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,Chagres smelter (anodes and blister),284.0,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,9.0,blister
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,Plant at Cabildo,374.0,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,17.3,concentrate
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,El Soldado SX-EW plant,314.0,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,19.0,cathode_sxew
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,Las Ventanas refinery and smelter,340.0,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,49.2,blister
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,Los Bronces (Tortolas) SX-EW plant (cathodes),342.0,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,51.8,cathode_sxew
Catemu,33.0,Mine (active),Active,-32.72399999999993,-70.95699999999994,Valparaíso,,Tres Valles SX-EW plant,451.0,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,110.0,cathode_sxew
Centinela,34.0,Mine (active),Active,-22.987999999999943,-69.07599999999996,Antofagasta,Antofagasta plc,Esperanza milling/flotation plant,322.0,Concentrator,Active,-22.9998,-69.1036,Minera Esperanza S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%","8,000",kg,Gold,3.1,concentrate
